time,open,high,low,close,ATR,Plot,Plot,Plot,Plot,Higher Low,Higher High,Lower Low,Lower High,Volume,Volume MA,%K,%D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2022-08-29T20:00:00Z,12483.1,12488.7,12473.9,12477.2,42.79419338722448,12524.615276982538,12515.517196298271,12566.087787073724,12684.07981533219,0,0,0,0,NaN,NaN,2.7317880794710776,24.11660130064074,42.89103579555805,55.45234212397561,NaN,NaN
2022-08-29T20:15:00Z,12478,12478.1,12468.9,12472.3,40.394608145279925,12519.632869650868,12513.822404286575,12564.230603171274,12681.972553488089,1,0,0,0,NaN,NaN,2.70270270270239,4.168679401046167,42.20753006618233,54.15034863134815,NaN,NaN
2022-08-29T20:30:00Z,12472.5,12487.4,12469.7,12487.4,38.77356470633128,12516.563072541261,12512.786231569455,12562.709205088675,12680.03650817975,0,0,0,0,NaN,NaN,14.70588235294105,6.713457711704838,45.11042326246133,52.96292098888362,NaN,NaN
2022-08-29T20:45:00Z,12487.3,12495.1,12485.3,12492.8,36.70402437016484,12514.299922775426,12512.002457782417,12561.32486439385,12678.173458347115,0,0,0,0,NaN,NaN,18.99841017488031,12.135665076841248,46.1520931832262,52.071986433964035,NaN,NaN
2022-08-29T22:00:00Z,12493.9,12501.1,12490.9,12494.9,34.81087977229597,12512.452311082528,12511.331773163498,12560.009520544467,12676.34984184615,0,0,0,0,NaN,NaN,20.667726550079312,18.12400635930022,46.57669438296876,50.82646750830531,NaN,NaN
2022-08-29T22:15:00Z,12495.7,12497.3,12483.7,12485.4,33.29581693141758,12509.87590050324,12510.314840882576,12558.532104296062,12674.44984341982,0,0,0,0,NaN,NaN,14.372822299651432,18.012986341537015,44.853639644398065,49.7801890349224,NaN,NaN
2022-08-29T22:30:00Z,12486.2,12490.4,12482.1,12488.6,31.510401436316275,12507.849624264836,12509.463278495024,12557.147310151586,12672.600591246488,0,0,0,0,NaN,NaN,17.16027874564507,17.40027586512527,45.58388532685151,49.164193211910494,NaN,NaN
2022-08-29T22:45:00Z,12488.3,12491.4,12485.3,12490.3,29.69537276229371,12506.178231477708,12508.711777377572,12555.823601039674,12670.78665501518,0,0,0,0,NaN,NaN,18.641114982577903,16.724738675958132,45.99303811690508,48.70338038603541,NaN,NaN
2022-08-29T23:00:00Z,12490.2,12493.5,12477.1,12486.7,28.745703279272707,12504.323161813165,12507.84857042159,12554.45481686067,12668.954947005079,0,0,0,0,NaN,NaN,15.50522648083704,17.102206736353335,45.21767615890826,47.87887383067964,NaN,NaN
2022-08-29T23:15:00Z,12486.6,12498.5,12485.3,12497.7,27.63529590218185,12503.692384497626,12507.450587267802,12553.330959101053,12667.250917681646,0,0,0,0,NaN,NaN,25.087108013937993,19.744483159117646,48.0969322005356,47.416733025013286,NaN,NaN
2022-08-29T23:30:00Z,12497.4,12515.6,12493.3,12514.6,27.254203337740364,12504.731205021662,12507.730956394555,12552.564009415884,12665.732003077848,0,0,0,0,NaN,NaN,40.15817223198619,26.916835575587072,52.24932169778733,46.91165275919803,NaN,NaN
2022-08-29T23:45:00Z,12514.5,12526.3,12512.5,12521.8,26.293188813616002,12506.35680454341,12508.282683594769,12551.95482111062,12664.299843843242,0,0,0,0,NaN,NaN,58.25991189427203,41.16839738006541,53.93999431293265,46.97272678450479,NaN,NaN
2022-08-30T00:00:00Z,12520.5,12527.2,12501.3,12505,26.26510389835782,12506.227585063085,12508.153950904778,12551.025022672786,12662.714770770175,0,0,0,1,NaN,NaN,42.22222222222265,46.88010211616029,49.53305978889854,46.57668704260091,NaN,NaN
2022-08-30T00:15:00Z,12503.3,12513.7,12485.6,12494.8,26.396167905618,12505.139243628506,12507.63026655557,12549.911655887186,12661.043977031168,0,0,0,0,NaN,NaN,44.42538593481844,48.302506683771036,47.02120225200955,46.81618044211592,NaN,NaN
2022-08-30T00:30:00Z,12494.7,12498.3,12471.7,12485.7,26.410727340930894,12503.287887092458,12506.77025610241,12548.640137948827,12659.299260841803,1,0,0,0,NaN,NaN,28.816466552316943,38.488024903119346,44.83666692487495,46.95515409420999,NaN,NaN
2022-08-30T00:45:00Z,12483.7,12501.4,12483.7,12497.1,25.788532530864323,12502.698564512224,12506.391030372904,12547.619541157761,12657.685337848352,0,0,0,0,NaN,NaN,47.652173913042844,40.298008800059414,48.09025368441775,47.37534863836966,NaN,NaN
2022-08-30T01:00:00Z,12496.9,12514.5,12493.6,12508.7,25.43935163580256,12503.270129796774,12506.481578201418,12546.848857174438,12656.202896675732,0,0,0,0,NaN,NaN,66.66666666666667,47.711769044008825,51.241620635348504,47.813291307861604,NaN,NaN
2022-08-30T01:15:00Z,12510.3,12524.6,12506.3,12516.7,24.929397947531026,12504.549165054224,12506.882300624891,12546.251850101677,12654.814808151596,0,0,0,0,NaN,NaN,81.08108108108108,65.13330722026353,53.34521937760676,48.327086036031645,NaN,NaN
2022-08-30T01:30:00Z,12516.6,12517,12497.5,12502.3,24.541583808421667,12504.334958858584,12506.70260256117,12545.381516436297,12653.29724787148,0,0,0,0,NaN,NaN,55.135135135132515,67.62762762762675,49.228183604796335,48.51647812330505,NaN,NaN
2022-08-30T01:45:00Z,12502.2,12504.2,12481.3,12489.3,24.424327822105937,12502.90305801491,12506.020147558771,12544.27099135835,12651.665434459823,0,0,0,0,NaN,NaN,31.71171171170909,55.97597597597423,45.79223602635382,48.58352072201618,NaN,NaN
2022-08-30T02:00:00Z,12488.2,12491.7,12475.7,12487.3,23.822590120526943,12501.41705248968,12505.286024125093,12543.14285291561,12650.029957500023,0,0,0,0,NaN,NaN,28.108108108105487,38.3183183183157,45.26875303439822,48.56101127255523,NaN,NaN
2022-08-30T02:15:00Z,12487.1,12493.9,12472.6,12488.8,23.64240511191782,12500.215428443043,12504.639513375088,12542.06675681827,12648.425679315942,0,0,0,0,NaN,NaN,30.81081081080819,30.21021021020759,45.76947938409136,48.545042791639965,NaN,NaN
2022-08-30T02:30:00Z,12488.9,12499.5,12482.9,12493.6,23.139376175352286,12499.585387638945,12504.206591281947,12541.107019059493,12646.885125292898,0,0,0,0,NaN,NaN,39.459459459458806,32.79279279279082,47.427013267584265,48.70285258511682,NaN,NaN
2022-08-30T02:45:00Z,12493.7,12501.4,12486.4,12498.3,22.557992162827123,12499.462969768569,12503.974960251282,12540.25935531574,12645.40666633476,0,0,0,0,NaN,NaN,47.9279279279253,39.399399399397424,49.06853308471473,48.77225264827247,NaN,NaN
2022-08-30T03:00:00Z,12498.3,12498.4,12489.3,12490.7,21.5967070083395,12498.62840121918,12503.454373574761,12539.27798194315,12643.867296520484,0,0,0,0,NaN,NaN,34.234234234234236,40.54054054053944,46.53811277314827,48.36430915365539,NaN,NaN
2022-08-30T03:15:00Z,12490.5,12505,12486.3,12504.8,21.38979936488673,12499.21617253164,12503.507143238496,12538.595249627444,12642.48354232625,0,0,0,0,NaN,NaN,59.63963963963702,47.26726726726551,51.5319599933519,48.192306702256765,NaN,NaN
2022-08-30T03:30:00Z,12503.1,12518.3,12498.9,12514.9,21.247670838823364,12500.70987038577,12503.953921935024,12538.126036763535,12641.214054342905,0,0,0,0,NaN,NaN,81.66351606805142,58.512463313974216,54.789692151146085,48.56778044241731,NaN,NaN
2022-08-30T03:45:00Z,12515.2,12519.6,12509.3,12519.5,20.465694350336058,12502.499406539506,12504.56357205522,12537.757204352376,12640.002969225065,0,0,0,0,NaN,NaN,90.35916824196522,77.22077464988455,56.23257816346768,49.22573586466432,NaN,NaN
2022-08-30T04:00:00Z,12519.4,12521.5,12513.3,12516.8,19.589573325312106,12503.861367821457,12505.043431974624,12537.342210206785,12638.777069033771,0,0,0,0,NaN,NaN,84.9999999999979,85.67422810333818,55.12059284122322,49.96030200154633,NaN,NaN
2022-08-30T04:15:00Z,12516.9,12543.6,12514.1,12537.8,20.29746094493267,12507.093618505127,12506.328003269737,12537.351275351206,12637.772322078212,0,0,0,0,NaN,NaN,91.83098591549142,89.0633847191515,61.49787928668826,50.917989544565664,NaN,NaN
2022-08-30T04:30:00Z,12537.6,12554.7,12536.7,12546.7,20.133356591723192,12510.865654837971,12507.911218827787,12537.536398611579,12636.866129818727,0,1,0,0,NaN,NaN,90.25578562728384,89.02892384759105,63.84285494953367,51.8180777098646,NaN,NaN
2022-08-30T04:45:00Z,12546.6,12549.1,12534.9,12539.5,19.70954540660016,12513.592735329594,12509.14999456003,12537.575281807389,12635.897312606601,0,0,0,0,NaN,NaN,81.48599269183842,87.85758807820456,60.62594163148911,52.33812929942763,NaN,NaN
2022-08-30T05:00:00Z,12539.5,12543.5,12528.5,12541.4,19.37314930612872,12516.241046250585,12510.414700655714,12537.651018801302,12634.957040839372,0,0,0,0,NaN,NaN,83.80024360535806,85.18067397482677,61.18180516316096,53.191959410739386,NaN,NaN
2022-08-30T05:15:00Z,12541.5,12545.3,12520.7,12521.5,19.746495784262283,12516.741898988625,12510.84941827706,12537.33119664682,12633.828115059876,0,0,0,0,NaN,NaN,59.561510353227064,74.94924888347451,52.77768092999428,53.690919760999414,NaN,NaN
2022-08-30T05:30:00Z,12521.6,12533.9,12520.3,12527.5,19.307460371100717,12517.766480037328,12511.502382266193,12537.136519485497,12632.77012386525,0,0,0,0,NaN,NaN,66.86967113276418,70.07714169711643,54.793954921884755,54.371291324391315,NaN,NaN
2022-08-30T05:45:00Z,12527.4,12537.1,12518.4,12534.5,19.264070344593573,12519.360148605201,12512.404249628304,12537.084311178853,12631.792311687486,0,0,0,0,NaN,NaN,71.86629526462337,66.09915891687153,57.09558585635103,55.18029892955273,NaN,NaN
2022-08-30T06:00:00Z,12534.7,12540.3,12519.5,12526.2,19.373779605693983,12520.011563023754,12512.945259446802,12536.86878026442,12630.741641919452,0,0,0,0,NaN,NaN,58.33333333333422,65.68976657690725,53.610196452033165,55.621954871299074,NaN,NaN
2022-08-30T06:15:00Z,12526.1,12541.1,12516.9,12534.7,19.71850963385875,12521.410461783396,12513.79838652732,12536.82583412057,12629.786003691399,1,0,0,0,NaN,NaN,70.76023391812927,66.98662083869563,56.53637129159062,56.15537188607592,NaN,NaN
2022-08-30T06:30:00Z,12534.5,12549.2,12520.5,12545.8,20.36004466001175,12523.733274946882,12515.053351761542,12537.003540375608,12628.950322062628,0,0,0,0,NaN,NaN,86.9883040935654,72.02729044834297,60.07781825541896,57.12249370623811,NaN,NaN
2022-08-30T06:45:00Z,12545.7,12547.7,12523.9,12536.9,20.605755755725273,12524.987248761465,12515.910083065011,12537.001490071141,12628.034398460015,0,0,0,0,NaN,NaN,68.10035842293773,75.28296547821081,56.128773771526035,57.45083754753627,NaN,NaN
2022-08-30T07:00:00Z,12537.2,12558.7,12526.1,12552.5,21.46248748745921,12527.607510784183,12517.344981768345,12537.308391257851,12627.282812405687,0,0,0,0,NaN,NaN,87.44939271254951,80.84601840968422,60.971391778677905,57.89238752093139,NaN,NaN
2022-08-30T07:15:00Z,12551.3,12574,12545.7,12563.2,21.950881238354928,12530.99727166188,12519.14321777743,12537.821096381458,12626.645172481252,0,0,0,0,NaN,NaN,82.20757825370816,79.25244312973182,63.91369055321932,58.44103840591366,NaN,NaN
2022-08-30T07:30:00Z,12561.5,12590.2,12558.5,12589.4,22.64724686418677,12536.55943626551,12521.898385707726,12538.842460809548,12626.274573750095,0,0,0,0,NaN,NaN,98.94875164257412,89.5352408696106,69.89785301490669,59.496556989748186,NaN,NaN
2022-08-30T07:45:00Z,12590.2,12607.2,12578.9,12586.1,23.05101494531636,12541.277585192605,12524.41609607213,12539.778253664805,12625.874826747608,0,0,0,0,NaN,NaN,76.63344407530442,85.92992465719557,68.36018885345403,59.98672195880288,NaN,NaN
2022-08-30T08:00:00Z,12586.2,12640.5,12584.8,12634.4,25.383085306365246,12550.146386602833,12528.72919034381,12541.651951612037,12625.95965434216,0,0,0,0,NaN,NaN,95.06472491909358,90.21564021232405,76.5065314527163,60.891270280458784,NaN,NaN
2022-08-30T08:15:00Z,12633.3,12647,12630.5,12644.2,24.748579213053443,12559.10387359304,12533.257457389152,12543.682606035562,12626.141150318854,0,0,0,0,NaN,NaN,97.84780937740257,89.84865945726688,77.75785354571558,62.1149782743321,NaN,NaN
2022-08-30T08:30:00Z,12643.2,12647.5,12618.7,12625.7,25.037966412121,12565.446361822274,12536.882655138597,12545.30671284674,12626.136760763442,0,1,0,0,NaN,NaN,83.30781010719815,92.07344813456477,70.16077390568068,62.75633318451209,NaN,NaN
2022-08-30T08:45:00Z,12625.5,12630.2,12619.6,12621.3,24.006683096969528,12570.765755934439,12540.193139250809,12546.81153041413,12626.088633790672,0,0,0,0,NaN,NaN,79.93874425727361,87.03145458062478,68.44788929536583,63.87563378203862,NaN,NaN
2022-08-30T09:00:00Z,12621.4,12626.8,12609.1,12611.7,23.5562057329002,12574.664255369255,12542.997329868424,12548.096450603949,12625.945463305194,0,0,0,0,NaN,NaN,72.58805513016908,78.61153649821362,64.73448145547306,64.58567139158063,NaN,NaN
2022-08-30T09:15:00Z,12611.8,12618.7,12601.3,12614.5,23.116476751978862,12578.458135810279,12545.801356148093,12549.411372374168,12625.831578098177,0,0,0,0,NaN,NaN,74.73200612557434,75.75293517100569,65.32535707227548,65.17351219271809,NaN,NaN
2022-08-30T09:30:00Z,12614.7,12637.5,12611.9,12628.1,23.293871269694684,12583.185932399776,12549.028753946208,12550.969563020224,12625.854149460385,0,0,0,0,NaN,NaN,85.14548238897429,77.48851454823925,68.11942819716813,66.20988588879916,NaN,NaN
2022-08-30T09:45:00Z,12628.1,12632.9,12616.7,12625,22.787166179002128,12587.168224552179,12552.008018497338,12552.435512267348,12625.845650460778,0,0,0,0,NaN,NaN,82.28346456692914,80.72031769382592,66.79814076776093,66.94286942281134,NaN,NaN
2022-08-30T10:00:00Z,12624.8,12641.7,12615.7,12635.7,23.016654309073406,12591.790298404352,12555.290056987638,12554.084314004627,12625.943703690024,0,0,0,0,NaN,NaN,90.45307443365758,85.96067379652034,69.03099479334534,67.58238203266322,NaN,NaN
2022-08-30T10:15:00Z,12636.6,12636.6,12622.7,12633.1,22.365464715568134,12595.724555699177,12558.341427301848,12555.64898105404,12626.014910618482,0,0,0,0,NaN,NaN,88.13838550247144,86.95830816768607,67.83717186591147,68.41869618226217,NaN,NaN
2022-08-30T10:30:00Z,12633.8,12636.3,12623.9,12625.6,21.65364580731324,12598.569836108778,12560.97901838805,12557.03414974604,12626.010782154617,0,0,0,0,NaN,NaN,78.48722986247564,85.69289659953489,64.37850094905173,68.66206112300317,NaN,NaN
2022-08-30T10:45:00Z,12626,12628.9,12615.7,12618.8,21.049813963933644,12600.496518384132,12563.246507863028,12558.257235889681,12625.939033078452,0,0,0,0,NaN,NaN,67.75280898876322,78.12614145123678,61.32558036049678,68.47719610923727,NaN,NaN
2022-08-30T11:00:00Z,12618.9,12626.9,12611.3,12616,20.660541537938407,12601.973040442786,12565.315272260557,12559.400656961172,12625.840137226925,0,0,0,0,NaN,NaN,54.08163265306147,66.77389050143346,60.062554482757186,67.7746747855123,NaN,NaN
2022-08-30T11:15:00Z,12616.1,12624.6,12605.9,12611.5,20.520502856657146,12602.880369924425,12567.126438054262,12560.432327120358,12625.697449294319,0,0,0,0,NaN,NaN,42.58373205741693,54.80605789974721,57.9952604509947,67.0343227567652,NaN,NaN
2022-08-30T11:30:00Z,12611.9,12615.4,12603.7,12611.6,19.890466938324412,12603.710810884004,12568.870499307035,12561.445548365498,12625.557176167013,0,0,0,0,NaN,NaN,22.294372294374305,39.653245668284235,58.029831402688984,65.71455846747754,NaN,NaN
2022-08-30T11:45:00Z,12611.5,12618.6,12588.5,12597.3,20.619719299872692,12603.10025746648,12569.985381687151,12562.155537506776,12625.276010235002,0,0,0,0,NaN,NaN,14.915254237286902,26.597786196359376,51.502147736051114,63.83915090964437,NaN,NaN
2022-08-30T12:00:00Z,12597.3,12616,12594.5,12604.6,20.682596492738927,12603.24309008872,12571.34281769942,12562.996021912582,12625.070278789877,0,0,0,0,NaN,NaN,30.263157894737112,22.49092814213277,54.326651453011806,62.70814216302516,NaN,NaN
2022-08-30T12:15:00Z,12605.2,12611.2,12568.5,12574.8,22.255268171829055,12600.534224365983,12571.478393475914,12563.229764052927,12624.570077010874,0,0,0,0,NaN,NaN,8.606557377048102,17.9283231696907,43.25253070046503,60.90847369196081,NaN,NaN
2022-08-30T12:30:00Z,12574.7,12575.5,12548.3,12563.1,22.608463302412748,12596.969060140651,12571.149829025879,12563.22719446772,12623.958434453552,0,0,0,0,NaN,NaN,15.845824411135824,18.238513227640343,39.820455302972334,59.12890039535362,NaN,NaN
2022-08-30T12:45:00Z,12563.2,12575.2,12549.5,12551.4,22.829287352240463,12592.629149651066,12570.375325926825,12562.992992597072,12623.236459981377,0,0,0,0,NaN,NaN,3.319057815846162,9.257146534676691,36.68554608704593,57.083199610694365,NaN,NaN
2022-08-30T13:00:00Z,12551.3,12568.5,12540.7,12565.1,23.184338255651806,12590.007325874774,12570.168450400282,12563.034715515942,12622.657987742756,0,0,0,0,NaN,NaN,24.1584158415838,14.441099356188595,42.40342309071192,55.24634210309034,NaN,NaN
2022-08-30T13:15:00Z,12565,12565.6,12543.8,12553.4,23.085456951676754,12586.520913886701,12569.510864110076,12562.84392907008,12621.96885353636,0,0,0,0,NaN,NaN,12.574257425741493,13.350577027723816,39.151568709925925,53.27158695610213,NaN,NaN
2022-08-30T13:30:00Z,12553.3,12574.9,12488.9,12492.8,27.579352883699844,12577.595112564159,12566.502594929289,12561.456920573644,12620.683591312118,0,0,0,0,NaN,NaN,2.640487474610438,13.124386913978576,27.421646234471908,50.29949063046831,NaN,NaN
2022-08-30T13:45:00Z,12492.9,12517.3,12449.1,12464.4,30.480827677721205,12566.814625653285,12562.498571598728,12559.535001354365,12619.128530702046,0,0,0,0,NaN,NaN,8.173076923076582,7.795940607809502,23.819876973779685,47.15539813817319,NaN,NaN
2022-08-30T14:00:00Z,12465.7,12484.9,12397.9,12416,34.51791141502683,12552.45132797202,12556.753529575248,12556.692724099823,12617.107351292076,0,0,0,0,NaN,NaN,7.835497835497993,6.216354077728336,19.193094600222764,43.92786911325684,NaN,NaN
2022-08-30T14:15:00Z,12416.5,12419.8,12375.9,12393.6,35.18806059966774,12537.322630069923,12550.355351944845,12553.463165206756,12614.883397547876,0,0,0,0,NaN,NaN,7.0517928286855485,7.686789195753373,17.49899121066875,40.797398459697696,NaN,NaN
2022-08-30T14:30:00Z,12393.5,12402.1,12287.9,12294.1,40.831770556834385,12514.158570063264,12540.306122456812,12548.327260945236,12611.69152294541,0,0,0,0,NaN,NaN,1.8414018414020534,5.576230835195196,12.30386409309088,37.386063431864386,NaN,NaN
2022-08-30T14:45:00Z,12294.3,12325.3,12258.5,12323.6,42.68664408848902,12496.010134819144,12531.80784314478,12543.877216174043,12608.824940627544,0,0,1,0,NaN,NaN,18.07831158011672,8.99050208340144,19.896910447934303,34.66475271736008,NaN,NaN
2022-08-30T15:00:00Z,12324.4,12351.9,12293.9,12313.3,43.78045522502551,12478.609169598272,12523.238908119494,12539.31133070525,12605.884393954633,0,0,0,0,NaN,NaN,15.217995001388285,11.71256947430235,19.269564097281645,31.89616219554527,NaN,NaN
2022-08-30T15:15:00Z,12313.3,12356.1,12297.8,12333.6,44.8175655660952,12464.798772493676,12515.802088193239,12535.237839008116,12603.175096502348,0,0,0,0,NaN,NaN,21.00699300699311,18.101099862832704,24.33328878709895,29.955529413477255,NaN,NaN
2022-08-30T15:30:00Z,12334.3,12369.5,12313.9,12332.4,45.58773945423128,12452.189365589516,12508.609849440563,12531.221248136668,12600.48081693516,0,0,0,0,NaN,NaN,20.95265097816827,19.059212995516557,24.236511645294485,27.806233712926012,NaN,NaN
2022-08-30T15:45:00Z,12331.2,12354.4,12307.1,12333.7,45.710043778929,12440.9046641048,12501.75063965858,12527.309936292377,12597.826281443267,0,0,0,0,NaN,NaN,23.722397476340923,21.89401382050077,24.58643124111589,26.47294089440107,NaN,NaN
2022-08-30T16:00:00Z,12333.9,12368,12326.9,12361.3,45.38075493757695,12433.32326752339,12496.242771436675,12524.022610821241,12595.472786105523,0,0,0,0,NaN,NaN,32.45974107988602,25.71159651146507,31.789385797319923,25.89929307256876,NaN,NaN
2022-08-30T16:15:00Z,12362,12384.9,12320.3,12335.7,46.75355815632148,12424.025813473543,12489.946976478373,12520.29345021092,12592.887982263677,0,0,0,1,NaN,NaN,24.399494310998993,26.86054428907531,29.020636218679712,25.3517995105426,NaN,NaN
2022-08-30T16:30:00Z,12335.9,12337.6,12291.5,12294.9,46.70687543086997,12411.728116952254,12482.298075440005,12515.830213573081,12589.92292771379,0,0,0,0,NaN,NaN,11.50442477876096,22.787886723215323,25.246575375699862,24.12631038804174,NaN,NaN
2022-08-30T16:45:00Z,12294.7,12318.6,12279,12304.9,46.19924147152214,12401.554010575848,12475.341288167849,12511.653377660743,12587.086878681812,0,0,0,0,NaN,NaN,14.664981036662354,16.85630004214077,27.727422660210777,23.31029995591923,NaN,NaN
2022-08-30T17:00:00Z,12304.9,12319.9,12262.7,12264.1,46.985009937841916,12388.463152425767,12467.057316082835,12506.751330578352,12583.873078893934,0,0,0,0,NaN,NaN,2.1638330757343045,9.444412963719207,24.198783014985338,23.08009544024162,NaN,NaN
2022-08-30T17:15:00Z,12264.2,12279.5,12247.1,12273,45.94322351371033,12377.466661718552,12459.447225256057,12502.122591358979,12580.779814427327,0,0,0,0,NaN,NaN,10.891505466778685,9.240106526391783,26.39915021380891,23.264329243100853,NaN,NaN
2022-08-30T17:30:00Z,12273,12285.1,12241.7,12243.5,45.76156469130242,12364.707932031071,12450.978706618565,12497.001351926128,12577.423796373325,0,0,0,0,NaN,NaN,1.0106681639524353,4.688668902155142,23.92054816456705,23.602004497696875,NaN,NaN
2022-08-30T17:45:00Z,12243.4,12303,12237.8,12289.1,47.150024356209435,12357.50717659954,12444.630522045289,12492.884493472146,12574.554902877073,0,0,1,0,NaN,NaN,31.223371880706484,14.375181837145869,34.20410118026983,24.79522663838267,NaN,NaN
2022-08-30T18:00:00Z,12289.2,12314.1,12275.3,12302.9,46.553594045051696,12352.306493113869,12439.072462357239,12489.122424294479,12571.851869017599,0,0,0,0,NaN,NaN,44.255608429639835,25.49654949143292,36.98030312175129,26.557829426144128,NaN,NaN
2022-08-30T18:15:00Z,12303,12313.4,12269.3,12273.5,46.37833732754803,12344.80111281731,12432.57942461774,12484.852673318352,12568.88319370399,0,0,0,0,NaN,NaN,24.269204622706077,33.24939497768413,33.716337681296906,27.54493137138431,NaN,NaN
2022-08-30T18:30:00Z,12275.1,12309.8,12272.4,12278.5,45.737027518437436,12338.486721120422,12426.537094240573,12480.766481767494,12565.99380869201,0,0,0,0,NaN,NaN,27.668252889191454,32.06435531384579,34.770784301251396,28.652161385953576,NaN,NaN
2022-08-30T18:45:00Z,12278.6,12308.4,12275.3,12293.9,44.834382695691936,12334.240366728001,12421.335639564473,12477.06615539586,12563.286407610498,0,0,0,0,NaN,NaN,38.13732154996616,30.024926353954566,38.0401525644137,29.631223084333204,NaN,NaN
2022-08-30T19:00:00Z,12295.3,12375.1,12289.7,12357.4,47.73192678885677,12336.44604608724,12418.828359581552,12474.696528556338,12561.237786639249,0,0,0,1,NaN,NaN,81.30523453433044,49.036936324496025,49.31984606638108,31.422889828696533,NaN,NaN
2022-08-30T19:15:00Z,12357.4,12365.7,12332.5,12341.5,46.693932018224196,12336.927375031311,12415.79587489208,12472.05897353542,12559.051341001048,0,0,0,0,NaN,NaN,70.4962610469072,63.312939043734595,47.01201554487879,33.02471727896531,NaN,NaN
2022-08-30T19:30:00Z,12341.6,12358.3,12304.1,12338.4,47.2300797312081,12337.067625028329,12412.76074254337,12469.412261188185,12556.855805269694,0,0,0,0,NaN,NaN,68.388851121686,73.39678223430788,46.554617591790176,34.079376692856044,NaN,NaN
2022-08-30T19:45:00Z,12338.3,12357.3,12297.5,12344.1,48.1279311789789,12337.73737502563,12410.068164404414,12466.930830273568,12554.73883208293,0,0,0,0,NaN,NaN,77.42170429715968,72.10227215525096,47.56481441931305,35.40396085004414,NaN,NaN
2022-08-30T20:00:00Z,12344.2,12371.8,12341.8,12362.2,46.83307895190898,12340.067148832713,12408.190981486594,12464.85695244637,12552.823022808474,0,0,0,0,NaN,NaN,90.6045156591409,78.8050236926622,50.74831757357845,37.225513864178325,NaN,NaN
