time,open,high,low,close,ATR,Plot,Plot,Plot,Plot,Higher Low,Higher High,Lower Low,Lower High,Volume,Volume MA,%K,%D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2018-07-12T18:00:00Z,7346,7370.5,7340.7,7368.5,36.328262512403185,7264.5197230067015,7202.656328841339,7165.331760315913,7110.654171471522,0,0,0,0,NaN,NaN,98.90230515916575,94.69771568731466,74.16211596532656,61.47504887988531,NaN,NaN
2018-07-12T22:00:00Z,7365.1,7387.4,7364.6,7384.4,35.361958047231475,7275.936892244158,7209.783531631875,7169.669745260152,7113.378010561358,0,0,0,0,NaN,NaN,98.49321948769462,96.55874213374882,75.68410342610571,62.153255878778005,NaN,NaN
2018-07-13T02:00:00Z,7384.3,7398.1,7382.9,7395.4,33.921818186714994,7287.314331078048,7217.062608822782,7174.139651294605,7116.184199510996,0,0,0,0,NaN,NaN,98.71306005719698,98.70286156801912,76.70638665537317,62.76623754196237,NaN,NaN
2018-07-13T06:00:00Z,7395.3,7396.8,7361.8,7370.3,33.99883117337821,7295.217728118234,7223.0719182807115,7178.024014635305,7118.712714938748,0,0,0,0,NaN,NaN,86.16915422885563,94.45847792458243,69.52381055810005,64.00418606824988,NaN,NaN
2018-07-13T10:00:00Z,7370.4,7380.2,7351.3,7356.9,33.63462894670831,7301.092230202212,7228.320078348134,7181.566113355399,7121.082737675676,0,0,0,0,NaN,NaN,79.50248756218869,88.12823394941377,65.9721992284739,64.98246938093381,NaN,NaN
2018-07-13T14:00:00Z,7357.1,7388.9,7354.4,7369.1,33.696441164800575,7307.5691606591445,7233.840859589384,7185.279655665193,7123.550571131639,0,0,0,0,NaN,NaN,84.49197860962566,83.38787346689,67.59527900823849,66.07283493143015,NaN,NaN
2018-07-13T18:00:00Z,7368.9,7384.2,7363.4,7376.8,32.77526679588626,7314.162573929702,7239.447100389801,7189.072137731228,7126.07046594625,0,0,0,0,NaN,NaN,87.52927400468374,83.84124672549937,68.6128698100024,66.82425715471713,NaN,NaN
2018-07-15T22:00:00Z,7386.6,7398.2,7385.9,7385.9,31.962747739037216,7320.994709745921,7245.190351354907,7192.969719162294,7128.655834444297,0,1,0,0,NaN,NaN,92.56348246674715,88.19491169368553,69.81910595325127,67.71376867024534,NaN,NaN
2018-07-16T02:00:00Z,7385.7,7389.6,7378.6,7381.9,30.46540861482027,7326.795213579642,7250.5515140468715,7196.710912842248,7131.175676887638,0,0,0,0,NaN,NaN,90.13317191283281,90.07530946142124,68.571640434392,68.50549436431557,NaN,NaN
2018-07-16T06:00:00Z,7382.1,7394.7,7378.9,7390.9,29.417879428047407,7332.900431333962,7256.055376241112,7200.556241300817,7133.759998510646,0,0,0,0,NaN,NaN,95.10395707578792,92.60020381845597,69.87581801700523,69.15227365963119,NaN,NaN
2018-07-16T10:00:00Z,7390.8,7392.2,7367.4,7384.2,29.088030897472606,7337.7861045402515,7261.080655604205,7204.192751374068,7136.251938823973,0,0,0,0,NaN,NaN,90.61032863849762,91.9491525423728,67.62600850237789,69.52498301408875,NaN,NaN
