time,open,high,low,close
2021-11-02T15:00:00+01:00,15954.85,15957.65,15918.95,15925.15
2021-11-02T16:00:00+01:00,15926.15,15950.15,15923.15,15935.15
2021-11-02T17:00:00+01:00,15934.15,15958.15,15929.95,15957.15
2021-11-02T18:00:00+01:00,15956.15,15958.15,15946.15,15950.15
2021-11-02T19:00:00+01:00,15951.15,15952.15,15942.15,15951.15
2021-11-02T20:00:00+01:00,15950.15,15956.15,15943.15,15951.15
2021-11-02T21:00:00+01:00,15950.15,15960.25,15945.15,15956.35
2021-11-02T23:00:00+01:00,15953.25,15954.25,15945.01,15946.25
2021-11-03T00:00:00+01:00,15947.25,15950.25,15944.25,15945.25
2021-11-03T01:00:00+01:00,15944.25,15951.25,15931.75,15951.25
2021-11-03T02:00:00+01:00,15950.75,15979.75,15950.25,15960.25
2021-11-03T03:00:00+01:00,15959.25,15959.25,15946.75,15948.25
2021-11-03T04:00:00+01:00,15947.75,15950.25,15942.25,15944.25
2021-11-03T05:00:00+01:00,15945.25,15946.75,15939.25,15940.75
2021-11-03T06:00:00+01:00,15941.25,15945.25,15935.25,15940.25
2021-11-03T07:00:00+01:00,15939.25,15956.75,15935.75,15944.75
2021-11-03T08:00:00+01:00,15944.25,15952.05,15923.05,15946.05
2021-11-03T09:00:00+01:00,15939.05,15966.05,15931.55,15943.05
2021-11-03T10:00:00+01:00,15942.05,15952.05,15935.25,15947.05
2021-11-03T11:00:00+01:00,15947.05,15961.25,15942.05,15949.05
2021-11-03T12:00:00+01:00,15948.05,15973.05,15941.05,15965.05
2021-11-03T13:00:00+01:00,15965.05,15971.05,15938.05,15942.05
2021-11-03T14:00:00+01:00,15942.05,15956.25,15929.85,15940.05
2021-11-03T15:00:00+01:00,15942.05,15954.05,15928.85,15952.05
2021-11-03T16:00:00+01:00,15951.05,15953.05,15920.85,15948.85
2021-11-03T17:00:00+01:00,15947.85,15963.85,15946.05,15956.85
2021-11-03T18:00:00+01:00,15957.85,15959.85,15947.05,15947.25
2021-11-03T19:00:00+01:00,15947.25,16006.85,15946.25,16004.05
2021-11-03T20:00:00+01:00,16005.05,16029.05,16003.05,16028.05
2021-11-03T21:00:00+01:00,16027.05,16032.05,16021.25,16031.15
2021-11-03T23:00:00+01:00,16033.05,16107.71,16030.05,16049.75
2021-11-04T00:00:00+01:00,16050.75,16067.15,16044.97,16061.05
2021-11-04T01:00:00+01:00,16060.05,16060.05,16025.55,16029.05
2021-11-04T02:00:00+01:00,16030.05,16030.05,16015.55,16017.05
2021-11-04T03:00:00+01:00,16016.55,16027.55,16016.05,16026.55
2021-11-04T04:00:00+01:00,16026.55,16029.05,16020.55,16022.05
2021-11-04T05:00:00+01:00,16023.55,16030.55,16023.05,16027.55
2021-11-04T06:00:00+01:00,16027.05,16031.55,16022.55,16024.05
2021-11-04T07:00:00+01:00,16023.55,16059.55,16022.55,16055.05
2021-11-04T08:00:00+01:00,16054.55,16055.85,16031.05,16036.65
2021-11-04T09:00:00+01:00,16032.65,16050.85,15998.15,16001.35
2021-11-04T10:00:00+01:00,16002.35,16029.35,15998.15,16025.35
2021-11-04T11:00:00+01:00,16023.35,16051.35,16015.55,16050.35
2021-11-04T12:00:00+01:00,16049.35,16050.35,16034.35,16036.35
2021-11-04T13:00:00+01:00,16035.35,16061.35,16034.35,16038.35
2021-11-04T14:00:00+01:00,16039.35,16052.35,16020.35,16052.35
2021-11-04T15:00:00+01:00,16051.35,16067.35,16041.35,16048.35
2021-11-04T16:00:00+01:00,16047.35,16047.35,16017.35,16040.55
2021-11-04T17:00:00+01:00,16041.35,16046.35,16025.35,16033.35
2021-11-04T18:00:00+01:00,16032.35,16040.35,16027.35,16037.35
2021-11-04T19:00:00+01:00,16038.35,16038.35,16023.35,16029.35
2021-11-04T20:00:00+01:00,16028.35,16044.35,16026.35,16042.35
2021-11-04T21:00:00+01:00,16041.35,16042.35,16027.35,16029.45
2021-11-04T23:00:00+01:00,16025.35,16038.35,16021.39,16037.75
2021-11-05T00:00:00+01:00,16038.75,16047.35,16031.37,16037.59
2021-11-05T01:00:00+01:00,16038.59,16047.35,16018.85,16031.35
2021-11-05T02:00:00+01:00,16031.85,16034.85,16014.35,16022.35
2021-11-05T03:00:00+01:00,16021.85,16039.85,16019.35,16035.35
2021-11-05T04:00:00+01:00,16035.85,16037.35,16020.35,16031.35
2021-11-05T05:00:00+01:00,16031.85,16033.85,16029.35,16031.35
2021-11-05T06:00:00+01:00,16029.85,16032.85,16023.35,16023.35
2021-11-05T07:00:00+01:00,16021.85,16032.85,16015.45,16018.35
2021-11-05T08:00:00+01:00,16017.85,16021.15,15994.15,16009.35
2021-11-05T09:00:00+01:00,16008.35,16041.95,16007.35,16021.15
2021-11-05T10:00:00+01:00,16022.15,16060.15,16021.15,16057.15
2021-11-05T11:00:00+01:00,16058.15,16059.15,16037.15,16056.15
2021-11-05T12:00:00+01:00,16055.15,16075.15,16038.15,16049.15
2021-11-05T13:00:00+01:00,16048.15,16090.15,16043.15,16078.15
2021-11-05T14:00:00+01:00,16079.15,16084.15,16061.15,16077.15
2021-11-05T15:00:00+01:00,16076.15,16078.15,16042.15,16077.15
2021-11-05T16:00:00+01:00,16078.15,16079.15,16045.15,16045.15
2021-11-05T17:00:00+01:00,16046.15,16062.35,16038.15,16041.15
2021-11-05T18:00:00+01:00,16040.15,16043.15,16013.95,16037.15
2021-11-05T19:00:00+01:00,16038.15,16052.15,16035.15,16046.15
2021-11-05T20:00:00+01:00,16047.15,16061.15,16037.15,16060.15
2021-11-05T21:00:00+01:00,16059.15,16062.15,16043.35,16049.25
2021-11-08T00:00:00+01:00,16026.65,16063.44,16024.9,16039.65
2021-11-08T01:00:00+01:00,16038.65,16046.41,16014.15,16024.65
2021-11-08T02:00:00+01:00,16025.65,16035.15,16017.65,16021.65
2021-11-08T03:00:00+01:00,16020.65,16039.65,16020.15,16037.15
2021-11-08T04:00:00+01:00,16036.65,16042.65,16031.15,16033.65
2021-11-08T05:00:00+01:00,16034.15,16035.65,16024.15,16031.65
2021-11-08T06:00:00+01:00,16032.15,16048.15,16029.65,16042.65
2021-11-08T07:00:00+01:00,16045.15,16048.15,16014.75,16024.65
2021-11-08T08:00:00+01:00,16022.15,16050.45,16011.15,16028.45
2021-11-08T09:00:00+01:00,16032.45,16071.45,16021.45,16054.45
2021-11-08T10:00:00+01:00,16052.45,16054.45,16030.45,16037.45
2021-11-08T11:00:00+01:00,16036.45,16040.45,16028.45,16034.45
2021-11-08T12:00:00+01:00,16035.45,16039.45,16019.95,16020.95
2021-11-08T13:00:00+01:00,16021.95,16028.95,16016.15,16024.95
2021-11-08T14:00:00+01:00,16025.95,16043.95,16023.95,16043.95
2021-11-08T15:00:00+01:00,16042.95,16066.45,16040.95,16061.45
2021-11-08T16:00:00+01:00,16062.45,16069.65,16049.45,16058.45
2021-11-08T17:00:00+01:00,16057.45,16060.45,16030.25,16031.45
2021-11-08T18:00:00+01:00,16032.45,16040.45,16027.45,16033.45
2021-11-08T19:00:00+01:00,16034.45,16039.45,16031.45,16038.45
2021-11-08T20:00:00+01:00,16039.45,16043.45,16034.45,16043.45
2021-11-08T21:00:00+01:00,16042.45,16043.45,16030.25,16036.55
2021-11-08T22:00:00+01:00,16033.65,16038.65,16015.65,16026.65
2021-11-09T00:00:00+01:00,16025.55,16028.55,16009.79,16016.55
2021-11-09T01:00:00+01:00,16015.55,16023.51,16007.55,16009.55
2021-11-09T02:00:00+01:00,16009.05,16016.05,16003.05,16008.55
2021-11-09T03:00:00+01:00,16008.05,16016.05,16007.05,16013.55
2021-11-09T04:00:00+01:00,16013.05,16015.55,15996.05,15999.05
2021-11-09T05:00:00+01:00,15999.05,16006.05,15996.05,15998.55
2021-11-09T06:00:00+01:00,15999.55,16015.05,15997.05,16011.05
2021-11-09T07:00:00+01:00,16010.55,16025.55,16010.55,16025.55
2021-11-09T08:00:00+01:00,16026.05,16034.35,16016.35,16020.35
2021-11-09T09:00:00+01:00,16017.35,16074.35,16015.15,16064.85
2021-11-09T10:00:00+01:00,16063.85,16087.15,16061.85,16084.15
2021-11-09T11:00:00+01:00,16084.95,16088.95,16067.85,16080.55
2021-11-09T12:00:00+01:00,16081.55,16098.35,16076.55,16091.85
2021-11-09T13:00:00+01:00,16092.85,16095.85,16076.85,16081.85
2021-11-09T14:00:00+01:00,16082.85,16097.05,16071.85,16085.85
2021-11-09T15:00:00+01:00,16086.85,16107.65,16035.25,16038.05
2021-11-09T16:00:00+01:00,16039.05,16072.25,16028.05,16057.05
2021-11-09T17:00:00+01:00,16058.05,16067.25,16033.45,16036.25
2021-11-09T18:00:00+01:00,16037.25,16044.45,16025.25,16040.45
2021-11-09T19:00:00+01:00,16041.45,16043.45,16022.45,16027.45
2021-11-09T20:00:00+01:00,16026.45,16040.45,16024.45,16038.45
2021-11-09T21:00:00+01:00,16037.45,16045.25,16024.25,16038.35
2021-11-09T22:00:00+01:00,16038.35,16038.35,16024.21,16027.45
2021-11-10T00:00:00+01:00,16025.15,16028.15,16008.4,16015.15
2021-11-10T01:00:00+01:00,16016.15,16028.35,16008.39,16022.85
2021-11-10T02:00:00+01:00,16024.35,16029.85,16014.35,16026.85
2021-11-10T03:00:00+01:00,16025.85,16026.85,15996.35,16000.85
2021-11-10T04:00:00+01:00,16001.35,16004.65,15991.65,15996.15
2021-11-10T05:00:00+01:00,15996.65,15998.15,15988.65,15996.15
2021-11-10T06:00:00+01:00,15996.65,16009.65,15991.65,16007.15
2021-11-10T07:00:00+01:00,16006.65,16037.15,16005.65,16032.15
2021-11-10T08:00:00+01:00,16033.15,16062.95,16028.65,16044.75
2021-11-10T09:00:00+01:00,16045.75,16063.75,16019.45,16020.45
2021-11-10T10:00:00+01:00,16019.45,16048.95,15986.45,16041.95
2021-11-10T11:00:00+01:00,16042.95,16046.95,16009.95,16023.25
2021-11-10T12:00:00+01:00,16022.25,16036.45,16005.45,16013.45
2021-11-10T13:00:00+01:00,16012.45,16036.45,16012.45,16029.45
2021-11-10T14:00:00+01:00,16030.45,16041.45,16015.45,16033.45
2021-11-10T15:00:00+01:00,16034.45,16069.25,16023.25,16065.65
2021-11-10T16:00:00+01:00,16066.65,16082.45,16061.45,16066.45
2021-11-10T17:00:00+01:00,16067.45,16071.45,16053.65,16067.45
2021-11-10T18:00:00+01:00,16066.45,16069.45,16049.95,16056.95
2021-11-10T19:00:00+01:00,16055.95,16058.95,16018.45,16024.45
2021-11-10T20:00:00+01:00,16023.45,16025.45,15993.95,16005.45
2021-11-10T21:00:00+01:00,16006.45,16028.45,16001.45,16012.55
2021-11-10T22:00:00+01:00,16010.65,16022.49,16005.65,16018.49
2021-11-11T00:00:00+01:00,16019.45,16021.59,15967.9,16007.24
