time,open,high,low,close,Higher Low,Higher High,Lower Low,Lower High,Upper Boundary: Far,Upper Boundary: Average,Upper Boundary: Near,Nadaraya-Watson Estimation,Lower Boundary: Near,Lower Boundary: Average,Lower Boundary: Far,Plot,Plot,Plot,Plot,TVC:US02Y: Open,TVC:US02Y: High,TVC:US02Y: Low,TVC:US02Y: Close,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2021-11-29T20:00:00Z,1.12732,1.1282,1.12732,1.12792,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2371,4863,53.15983184673469,48.74571297349564,NaN,NaN
2021-11-29T21:00:00Z,1.12792,1.1293,1.12788,1.12925,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1226,4795.45,59.5846883681457,49.90798262063345,NaN,NaN
2021-11-29T22:00:00Z,1.12925,1.12925,1.12859,1.12899,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128,4623.4,57.91235593976108,50.44127104355429,NaN,NaN
2021-11-29T23:00:00Z,1.12899,1.13006,1.12892,1.12928,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,767,4546.65,59.28498097090451,50.73967847179506,NaN,NaN
2021-11-30T00:00:00Z,1.12928,1.1294,1.12848,1.12896,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1229,4495.6,57.073081994136764,50.92572515982731,NaN,NaN
2021-11-30T01:00:00Z,1.12896,1.12964,1.12872,1.12942,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1253,4401.05,59.41707588588325,51.02721584458472,NaN,NaN
2021-11-30T02:00:00Z,1.12942,1.13047,1.12927,1.13042,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1457,4196.85,64.01700300678084,51.98331964310755,NaN,NaN
2021-11-30T03:00:00Z,1.13042,1.13046,1.12988,1.12988,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1102,3915.95,60.058247217486304,53.21164526481705,NaN,NaN
2021-11-30T04:00:00Z,1.12988,1.12998,1.12954,1.12964,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,906,3582.8,58.331732002129755,54.357519171413614,NaN,NaN
2021-11-30T05:00:00Z,1.12964,1.13132,1.12956,1.13115,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4257,3442.35,65.12478547744452,55.77203515982948,NaN,NaN
2021-11-30T06:00:00Z,1.13115,1.13272,1.13076,1.13227,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4526,3439.7,69.14304850353514,57.60379075309729,NaN,NaN
2021-11-30T07:00:00Z,1.13227,1.13325,1.13122,1.13288,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5789,3534.45,71.09635579743221,59.3326793067361,NaN,NaN
2021-11-30T08:00:00Z,1.13288,1.13512,1.13284,1.1349,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6625,3618.7,76.4195854984771,61.4600576521137,NaN,NaN
2021-11-30T09:00:00Z,1.1349,1.13666,1.13485,1.13636,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5192,3467.1,79.37609734789072,63.57134784691017,NaN,NaN
2021-11-30T10:00:00Z,1.13636,1.13728,1.13572,1.13625,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4600,3212.3,78.57672954666134,65.38684053976208,NaN,NaN
2021-11-30T11:00:00Z,1.13625,1.13639,1.13442,1.13475,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3240,2902.9,68.45316007608044,66.02030280461456,NaN,NaN
2021-11-30T12:00:00Z,1.13475,1.13572,1.13414,1.13544,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3687,2799.1,70.34580183845179,66.90840608309246,NaN,NaN
2021-11-30T13:00:00Z,1.13544,1.13713,1.1354,1.13662,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5159,2902.4,73.29633822842437,67.90921731577245,NaN,NaN
2021-11-30T14:00:00Z,1.13662,1.1383,1.1362,1.13784,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6872,3134.15,75.95962832658458,69.25825633951872,NaN,NaN
2021-11-30T15:00:00Z,1.13784,1.13829,1.125,1.12587,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23417,4190.15,36.98454994807036,67.65593305824639,NaN,NaN
2021-11-30T16:00:00Z,1.12587,1.129,1.1235,1.12877,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19350,5039.1,44.42459149396307,66.25647509304511,NaN,NaN
2021-11-30T17:00:00Z,1.12877,1.13185,1.12795,1.13113,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7736,5364.6,49.63591414230218,65.51202273053197,NaN,NaN
2021-11-30T18:00:00Z,1.13113,1.13199,1.13102,1.13104,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4539,5585.15,49.445496479363285,64.87729162176292,NaN,NaN
2021-11-30T19:00:00Z,1.13104,1.13249,1.13078,1.13248,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3874,5740.5,52.58005862592723,63.981239703797414,NaN,NaN
2021-11-30T20:00:00Z,1.13248,1.13422,1.13191,1.13416,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3442,5851.15,56.007186033759425,63.04296381309915,NaN,NaN
2021-11-30T21:00:00Z,1.13416,1.13456,1.13346,1.13392,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1076,5842.3,55.391304091377584,61.921174405523814,NaN,NaN
2021-11-30T22:00:00Z,1.13392,1.13411,1.13338,1.13382,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,157,5777.3,55.119327784727574,60.399727425970276,NaN,NaN
2021-11-30T23:00:00Z,1.13382,1.13428,1.13298,1.133,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1245,5784.45,52.82868272557548,58.50348352437633,NaN,NaN
2021-12-01T00:00:00Z,1.133,1.13362,1.13282,1.13315,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1588,5818.55,53.21173051441629,56.691697879215965,NaN,NaN
2021-12-01T01:00:00Z,1.13315,1.13334,1.13183,1.13204,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2626,5737,49.977535558827846,55.37201041369792,NaN,NaN
2021-12-01T02:00:00Z,1.13204,1.1324,1.13164,1.13218,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1784,5599.9,50.38711956992901,53.94639025166058,NaN,NaN
2021-12-01T03:00:00Z,1.13218,1.13314,1.13218,1.13283,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1189,5369.9,52.338386375931236,52.44939369076821,NaN,NaN
2021-12-01T04:00:00Z,1.13283,1.13319,1.13258,1.13318,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,953,5086.3,53.401150247604825,50.838073827983955,NaN,NaN
2021-12-01T05:00:00Z,1.13318,1.13373,1.13287,1.1337,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1177,4885.55,55.006386276692915,52.12534785145699,NaN,NaN
2021-12-01T06:00:00Z,1.1337,1.13374,1.13298,1.13322,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1974,4754.25,53.185107930561394,52.751099025499734,NaN,NaN
2021-12-01T07:00:00Z,1.13322,1.1344,1.1317,1.13406,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4977,4841.1,55.934785854608485,53.20101843352161,NaN,NaN
2021-12-01T08:00:00Z,1.13406,1.13598,1.13026,1.13086,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7838,5048.65,45.07363673752516,52.88874273767603,NaN,NaN
2021-12-01T09:00:00Z,1.13086,1.13322,1.13078,1.13256,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5252,5053.3,50.5653617595072,52.74483581864603,NaN,NaN
2021-12-01T10:00:00Z,1.13256,1.13398,1.13186,1.13262,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4121,4915.75,50.75251571108457,52.36950222416925,NaN,NaN
2021-12-01T11:00:00Z,1.13262,1.13343,1.13198,1.13212,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2790,3884.4,49.084814544054844,51.919038685074774,NaN,NaN
2021-12-01T12:00:00Z,1.13212,1.13256,1.1313,1.13132,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4638,3148.8,46.45458352469563,51.300128380786774,NaN,NaN
2021-12-01T13:00:00Z,1.13132,1.13406,1.13106,1.13375,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6140,3069,54.440529670678906,51.41526030543702,NaN,NaN
2021-12-01T14:00:00Z,1.13375,1.13561,1.13347,1.13528,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6690,3176.55,58.624750022923244,51.80190455604467,NaN,NaN
2021-12-01T15:00:00Z,1.13528,1.13578,1.13336,1.13346,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8921,3428.9,52.45347645319545,51.97875747707092,NaN,NaN
2021-12-01T16:00:00Z,1.13346,1.13354,1.13196,1.13236,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6284,3571,49.08996799216969,51.886103792945256,NaN,NaN
2021-12-01T17:00:00Z,1.13236,1.13284,1.13153,1.13237,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3365,3685.45,49.121908444195974,51.65635536924987,NaN,NaN
2021-12-01T18:00:00Z,1.13237,1.13284,1.13182,1.1328,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4159,3885.55,50.558336571881654,51.45329724955536,NaN,NaN
2021-12-01T19:00:00Z,1.1328,1.133,1.13162,1.13176,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3799,4013.25,47.09512808014108,50.88820737837308,NaN,NaN
2021-12-01T20:00:00Z,1.13176,1.13186,1.13091,1.1311,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3427,4105.2,44.98898748215545,50.30277020348694,NaN,NaN
2021-12-01T21:00:00Z,1.1311,1.13206,1.13108,1.132,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,867,4017.25,48.37914463887073,49.76308154521996,NaN,NaN
2021-12-01T22:00:00Z,1.132,1.13252,1.13142,1.13175,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117,3933.9,47.50340082614741,49.93663612297869,NaN,NaN
2021-12-01T23:00:00Z,1.13175,1.13212,1.13162,1.13191,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,426,3895.75,48.1502899971958,49.7641309970993,NaN,NaN
2021-12-02T00:00:00Z,1.13191,1.13203,1.1315,1.13158,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,719,3884.05,46.867518471870774,49.48663119429831,NaN,NaN
2021-12-02T01:00:00Z,1.13158,1.13284,1.13156,1.1328,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1593,3904.85,51.96269900250272,49.692194369901735,NaN,NaN
2021-12-02T02:00:00Z,1.1328,1.13392,1.13265,1.13333,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1697,3891,54.02531763316536,50.23296109193529,NaN,NaN
2021-12-02T03:00:00Z,1.13333,1.13352,1.13306,1.13306,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,611,3672.7,52.78195338739918,50.114491357415304,NaN,NaN
2021-12-02T04:00:00Z,1.13306,1.13336,1.13224,1.13226,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,807,3321.15,49.171006891283106,49.43922399086957,NaN,NaN
2021-12-02T05:00:00Z,1.13226,1.13228,1.13168,1.13182,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,957,3106.4,47.25612888987295,49.067984879203685,NaN,NaN
2021-12-02T06:00:00Z,1.13182,1.13264,1.13182,1.1322,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1254,2963.05,49.09973301888923,49.068682381112225,NaN,NaN
2021-12-02T07:00:00Z,1.1322,1.13229,1.13074,1.13099,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3378,2992.45,43.844443033864664,48.69172056608856,NaN,NaN
2021-12-02T08:00:00Z,1.13099,1.13276,1.13098,1.1325,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3909,2956,50.90630941682009,48.71657576929845,NaN,NaN
2021-12-02T09:00:00Z,1.1325,1.1326,1.13132,1.13243,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3324,2815.2,50.588705318371524,48.96611700060062,NaN,NaN
2021-12-02T10:00:00Z,1.13243,1.13345,1.13228,1.13322,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3875,2674.45,54.071370366868805,49.61485863522301,NaN,NaN
2021-12-02T11:00:00Z,1.13322,1.13442,1.13318,1.134,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2563,2356.55,57.273473095167,50.250167810672735,NaN,NaN
2021-12-02T12:00:00Z,1.134,1.13478,1.13332,1.13424,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4695,2277.1,58.2382606091003,51.01694350945508,NaN,NaN
2021-12-02T13:00:00Z,1.13424,1.13474,1.13281,1.13342,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4989,2358.3,53.770732163177065,51.41840366416803,NaN,NaN
2021-12-02T14:00:00Z,1.13342,1.13474,1.13312,1.13382,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7628,2531.75,55.56153907728066,52.03940513598303,NaN,NaN
2021-12-02T15:00:00Z,1.13382,1.13394,1.1313,1.13176,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6699,2676.75,45.73552599929108,51.594607064325054,NaN,NaN
2021-12-02T16:00:00Z,1.13176,1.13205,1.13052,1.13078,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5508,2780.8,41.93596637098632,50.731081974169406,NaN,NaN
2021-12-02T17:00:00Z,1.13078,1.13103,1.12957,1.13024,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4476,2961.25,39.96572406884291,49.815637022843966,NaN,NaN
2021-12-02T18:00:00Z,1.13024,1.1304,1.12959,1.13038,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2660,3088.4,40.74302894448885,49.21363859807294,NaN,NaN
2021-12-02T19:00:00Z,1.13038,1.13082,1.12953,1.1297,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2026,3168.4,38.15868074935081,48.563820873749926,NaN,NaN
2021-12-02T20:00:00Z,1.1297,1.13049,1.12966,1.12984,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1773,3221.1,39.01634044762064,47.84357854723074,NaN,NaN
2021-12-02T21:00:00Z,1.12984,1.13014,1.12975,1.1301,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,674,3175.15,40.66221814550975,47.61627676949111,NaN,NaN
2021-12-02T22:00:00Z,1.1301,1.13019,1.13008,1.13012,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,3092.15,40.794587308276796,46.894010904595156,NaN,NaN
2021-12-02T23:00:00Z,1.13012,1.13066,1.12976,1.13059,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,799,3101.55,43.95845393871658,46.420421520334095,NaN,NaN
2021-12-03T00:00:00Z,1.13059,1.13078,1.13006,1.13012,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,713,3096.85,41.56633290295606,45.52720455862603,NaN,NaN
2021-12-03T01:00:00Z,1.13012,1.13022,1.12907,1.12989,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1391,3118.55,40.40750890737281,44.32249283092644,NaN,NaN
2021-12-03T02:00:00Z,1.12989,1.12992,1.12926,1.12953,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,868,3099.25,38.593859542921834,42.91932132619941,NaN,NaN
2021-12-03T03:00:00Z,1.12953,1.13012,1.12929,1.12941,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,866,2973.65,37.98188799928217,41.79154674306407,NaN,NaN
2021-12-03T04:00:00Z,1.12941,1.13,1.1293,1.12976,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,801,2818.25,40.924234760515084,40.74602500615224,NaN,NaN
2021-12-03T05:00:00Z,1.12976,1.13024,1.12966,1.12994,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,836,2693.85,42.43678394893167,40.5104005739837,NaN,NaN
2021-12-03T06:00:00Z,1.12994,1.12999,1.12822,1.12828,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1188,2559.5,33.833451241090856,39.931649493276886,NaN,NaN
2021-12-03T07:00:00Z,1.12828,1.12938,1.12818,1.12922,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3041,2583.4,41.11365153888326,40.013644312565475,NaN,NaN
2021-12-03T08:00:00Z,1.12922,1.12997,1.12851,1.1291,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3448,2521.05,40.50100675496606,39.996357013313855,NaN,NaN
2021-12-03T09:00:00Z,1.1291,1.1298,1.12856,1.12976,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2883,2415.75,45.32655336973766,40.508347914770056,NaN,NaN
2021-12-03T10:00:00Z,1.12976,1.13146,1.1295,1.13084,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2925,2180.6,52.163480828074164,41.44742937051673,NaN,NaN
2021-12-03T11:00:00Z,1.13084,1.13162,1.13016,1.13086,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3433,2017.3,52.2824825604148,42.27744825729567,NaN,NaN
2021-12-03T12:00:00Z,1.13086,1.13138,1.12944,1.12966,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3463,1915.05,45.04229011150217,42.580855600383195,NaN,NaN
2021-12-03T13:00:00Z,1.12966,1.13338,1.12882,1.13102,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12347,2308.6,52.98819215752849,43.2258369017269,NaN,NaN
