time,open,high,low,close
2021-11-05T02:00:00+01:00,79.939,80.044,79.489,79.502
2021-11-05T03:00:00+01:00,79.501,79.703,79.438,79.558
2021-11-05T04:00:00+01:00,79.556,79.726,79.498,79.679
2021-11-05T05:00:00+01:00,79.682,79.75,79.528,79.586
2021-11-05T06:00:00+01:00,79.577,79.603,79.149,79.169
2021-11-05T07:00:00+01:00,79.168,79.692,78.942,79.645
2021-11-05T08:00:00+01:00,79.648,79.669,79.077,79.208
2021-11-05T09:00:00+01:00,79.2,80.131,79.185,79.547
2021-11-05T10:00:00+01:00,79.546,79.928,79.348,79.788
2021-11-05T11:00:00+01:00,79.794,79.796,79.366,79.436
2021-11-05T12:00:00+01:00,79.438,79.592,79.207,79.449
2021-11-05T13:00:00+01:00,79.448,79.879,79.43,79.725
2021-11-05T14:00:00+01:00,79.723,80.051,79.258,79.35
2021-11-05T15:00:00+01:00,79.342,80.542,79.289,80.491
2021-11-05T16:00:00+01:00,80.501,81.441,80.478,81.383
2021-11-05T17:00:00+01:00,81.392,81.483,81.029,81.253
2021-11-05T18:00:00+01:00,81.255,81.623,81.09,81.559
2021-11-05T19:00:00+01:00,81.55,81.771,81.202,81.41
2021-11-05T20:00:00+01:00,81.408,81.598,81.318,81.475
2021-11-05T21:00:00+01:00,81.463,81.523,81.318,81.337
2021-11-07T23:00:00+01:00,81.337,81.337,81.337,81.337
2021-11-08T00:00:00+01:00,81.01,81.745,81.01,81.515
2021-11-08T01:00:00+01:00,81.517,81.897,81.467,81.876
2021-11-08T02:00:00+01:00,81.876,82.447,81.813,82.143
2021-11-08T03:00:00+01:00,82.144,82.388,82.043,82.276
2021-11-08T04:00:00+01:00,82.282,82.331,82.165,82.222
2021-11-08T05:00:00+01:00,82.224,82.235,82.089,82.225
2021-11-08T06:00:00+01:00,82.226,82.345,82.178,82.236
2021-11-08T07:00:00+01:00,82.228,82.302,82.149,82.228
2021-11-08T08:00:00+01:00,82.225,82.233,82.009,82.209
2021-11-08T09:00:00+01:00,82.208,82.212,81.948,82.08
2021-11-08T10:00:00+01:00,82.081,82.574,82.021,82.434
2021-11-08T11:00:00+01:00,82.434,82.501,82.139,82.419
2021-11-08T12:00:00+01:00,82.418,82.554,82.348,82.531
2021-11-08T13:00:00+01:00,82.517,82.642,81.583,81.959
2021-11-08T14:00:00+01:00,81.958,82.092,81.468,81.662
2021-11-08T15:00:00+01:00,81.661,81.884,81.299,81.735
2021-11-08T16:00:00+01:00,81.756,82.182,81.518,81.678
2021-11-08T17:00:00+01:00,81.68,82.186,81.608,82.091
2021-11-08T18:00:00+01:00,82.093,82.135,81.677,81.83
2021-11-08T19:00:00+01:00,81.828,81.951,81.518,81.571
2021-11-08T20:00:00+01:00,81.569,82.162,81.458,82.148
2021-11-08T21:00:00+01:00,82.145,82.278,82.048,82.229
2021-11-08T22:00:00+01:00,82.217,82.271,82.14,82.194
2021-11-09T00:00:00+01:00,82.1,82.165,81.95,82.022
2021-11-09T01:00:00+01:00,82.013,82.047,81.919,81.938
2021-11-09T02:00:00+01:00,81.945,82.097,81.921,82.04
2021-11-09T03:00:00+01:00,82.042,82.071,81.975,81.988
2021-11-09T04:00:00+01:00,81.992,82.012,81.757,81.874
2021-11-09T05:00:00+01:00,81.874,81.931,81.817,81.845
2021-11-09T06:00:00+01:00,81.851,82.012,81.798,81.988
2021-11-09T07:00:00+01:00,81.987,82.061,81.867,81.959
2021-11-09T08:00:00+01:00,81.963,82.024,81.832,82.008
2021-11-09T09:00:00+01:00,82.006,82.431,81.852,82.32
2021-11-09T10:00:00+01:00,82.323,82.763,82.286,82.722
2021-11-09T11:00:00+01:00,82.725,82.802,82.242,82.321
2021-11-09T12:00:00+01:00,82.32,82.452,82.119,82.339
2021-11-09T13:00:00+01:00,82.328,82.512,82.181,82.287
2021-11-09T14:00:00+01:00,82.289,82.409,81.799,81.871
2021-11-09T15:00:00+01:00,81.873,83.093,81.858,82.759
2021-11-09T16:00:00+01:00,82.777,82.898,82.258,82.738
2021-11-09T17:00:00+01:00,82.737,82.991,82.448,82.548
2021-11-09T18:00:00+01:00,82.546,83.823,82.457,83.513
2021-11-09T19:00:00+01:00,83.512,84.051,83.437,83.983
2021-11-09T20:00:00+01:00,83.984,84.216,83.75,84.122
2021-11-09T21:00:00+01:00,84.122,84.499,84.114,84.35
2021-11-09T22:00:00+01:00,84.353,84.632,84.17,84.5
2021-11-10T00:00:00+01:00,84.484,84.952,84.47,84.607
2021-11-10T01:00:00+01:00,84.612,84.675,84.315,84.413
2021-11-10T02:00:00+01:00,84.418,84.692,84.315,84.654
2021-11-10T03:00:00+01:00,84.655,84.668,84.153,84.178
2021-11-10T04:00:00+01:00,84.182,84.349,84.163,84.257
2021-11-10T05:00:00+01:00,84.263,84.268,84.156,84.221
2021-11-10T06:00:00+01:00,84.225,84.434,84.13,84.388
2021-11-10T07:00:00+01:00,84.383,84.512,84.268,84.375
2021-11-10T08:00:00+01:00,84.382,84.492,84.128,84.179
2021-11-10T09:00:00+01:00,84.179,84.421,84.069,84.078
2021-11-10T10:00:00+01:00,84.075,84.102,83.508,83.703
2021-11-10T11:00:00+01:00,83.7,83.862,83.507,83.671
2021-11-10T12:00:00+01:00,83.67,83.859,83.596,83.744
2021-11-10T13:00:00+01:00,83.748,83.762,83.281,83.682
2021-11-10T14:00:00+01:00,83.681,84.469,83.588,84.438
2021-11-10T15:00:00+01:00,84.439,84.441,83.817,84.041
2021-11-10T16:00:00+01:00,84.041,84.057,82.482,82.598
2021-11-10T17:00:00+01:00,82.6,82.973,82.079,82.123
2021-11-10T18:00:00+01:00,82.126,82.352,81.418,81.559
2021-11-10T19:00:00+01:00,81.549,82.043,81.393,81.545
2021-11-10T20:00:00+01:00,81.544,82.002,80.793,81.151
2021-11-10T21:00:00+01:00,81.158,81.346,81.029,81.303
2021-11-10T22:00:00+01:00,81.325,81.325,81.132,81.283
2021-11-11T00:00:00+01:00,81.29,81.623,81.29,81.513
2021-11-11T01:00:00+01:00,81.521,81.648,81.507,81.563
2021-11-11T02:00:00+01:00,81.562,81.838,81.299,81.326
2021-11-11T03:00:00+01:00,81.322,81.602,81.308,81.578
2021-11-11T04:00:00+01:00,81.578,81.593,81.343,81.433
2021-11-11T05:00:00+01:00,81.435,81.515,81.411,81.507
2021-11-11T06:00:00+01:00,81.513,81.659,81.438,81.501
2021-11-11T07:00:00+01:00,81.503,81.574,81.22,81.33
2021-11-11T08:00:00+01:00,81.328,81.531,81.238,81.481
2021-11-11T09:00:00+01:00,81.478,81.572,81.04,81.251
2021-11-11T10:00:00+01:00,81.262,82.128,81.188,82.108
2021-11-11T11:00:00+01:00,82.106,82.122,80.658,80.812
2021-11-11T12:00:00+01:00,80.814,81.077,80.188,80.538
2021-11-11T13:00:00+01:00,80.534,80.912,80.398,80.758
2021-11-11T14:00:00+01:00,80.756,81.174,80.269,81.079
2021-11-11T15:00:00+01:00,81.079,82.061,80.847,82.035
2021-11-11T16:00:00+01:00,82.051,82.287,81.548,81.868
2021-11-11T17:00:00+01:00,81.869,82.052,81.097,81.178
2021-11-11T18:00:00+01:00,81.176,81.402,80.581,80.831
2021-11-11T19:00:00+01:00,80.828,81.648,80.685,81.497
2021-11-11T20:00:00+01:00,81.498,81.728,81.178,81.184
